usdrub,sandp,brent,gold,eurusd,GAZP,SBER,LKOH,GMKN,YNDX,NVTK,ROSN,TATN,SNGS,MTSS,PLZL,FIVE,MGNT,POLY,SNGSP,ALRS,IRAO,TCSG,VTBR,NLMK,MOEX,SBERP,CHMF,TATNP,RUAL,TRNFP,PHOR,RTKM,MAGN,HYDR,AFKS,FEES,PIKK,DSKY,AFLT,LSRG,CBOM,UPRO,SCORE
-0.22400106019798469,0.06274923610234395,0.01980703113007401,0.08735260666881932,0.009202172438192388,0.06980605252441782,0.3042666457662731,0.11693150493776289,0.08537582568851283,0.04517858004396749,0.03960162855599665,0.1211737946086418,0.00818038276067419,0.07710723888921181,0.004538460435744712,-0.026421930079417462,0.013270808546868303,-0.13365506258215604,-0.050009365143094384,-0.01770782967500196,0.07020112617262506,0.020714847481815814,0.006896220377938904,0.26329509409711377,-0.029399362008670916,0.02702714530984343,-0.01871981901919139,0.12788117304097815,0.035613586711655335,0.008804267994377252,-0.0816921678329885,0.041413425813488,0.07982504998651155,,,,,,,,,,,0.942774855880126
-0.2218280198114882,0.05610316763250417,0.017527046303804417,0.08386400315323451,-0.0036892923738142866,0.07820496971904685,0.29516400872133364,0.12819958496609915,0.08996515090266263,0.04609706073146023,0.04106172367231728,0.11796998300751288,0.006495333347864993,0.0915669540615063,0.006253229154280421,-0.02500871490632332,0.011661613560803391,-0.12371028351887392,-0.051316802454689364,-0.020862351851035188,0.07551616540767075,0.018653277384927662,0.007943290607176377,0.27417135736341125,-0.0236791183255209,0.03036568992472782,-0.01106579428355986,0.1341067235981857,0.03417643853701987,0.00780431187426512,-0.0722425674290412,0.04617765986759126,,,,,,,,,,,,0.9420793920173658
-0.21770352724397626,0.05423643011081497,0.016728061022230706,0.0855905737737673,-0.00039624683969510105,0.08087607345742341,0.3105546481730731,0.1288031566027368,0.09504541929845614,0.046227988068663343,0.031592948643989836,0.11570844401258493,-0.001956107736337656,0.07748288662224181,0.0032335378131673823,-0.024214782324113514,0.006438542490520095,-0.12803760519600166,-0.049778791729879396,-0.02058296133616509,0.06976620238519188,0.006245205921812581,0.006796218976461661,0.25755562851761665,-0.03149669233643872,0.030314687149063047,-0.00994916521230546,0.14256780861041393,0.04067708462612245,0.009384733163753302,0.05390069832812173,,,,,,,,,,,,,0.9413251048911949
-0.22127423191433815,0.05510210757160183,0.01601350180570177,0.08153821457336488,-0.0005276379616724804,0.08157644140252195,0.2987239967233652,0.12656434832688024,0.094557850411111,0.045179641182677,0.036543911145454216,0.11323773633813036,0.0010571352058559302,0.08552347741653715,0.004625895038342324,-0.02692998917683473,0.01052749755792438,-0.1252659311447314,-0.045313362603399486,-0.022178670847019317,0.07220557424071578,0.0062342828637990885,0.0054277585665074846,0.25193340207360515,-0.029539033856746534,0.027171904272537892,0.002382562063314518,0.14622989411494014,0.04027157747520266,0.010592096881710526,,,,,,,,,,,,,,0.9410665130718999
-0.22364369441080814,0.055351000553623964,0.015799627582787912,0.08118602407607763,0.0008428115423170721,0.08392817602707561,0.29986229570470346,0.12674777149014982,0.09555178024276686,0.04663904002183869,0.03540790277600881,0.11310232431744183,0.0025769115359410982,0.08317857873225429,0.005646209008281441,-0.025245160372565564,0.01142347624915033,-0.12544435912296514,-0.04616426138413173,-0.022925282245745904,0.07173083797881764,0.006378537559157384,0.00551759469167247,0.2558193970185756,-0.02829606363066236,0.027738996867079483,0.0002725554421258783,0.14776939393994346,0.03940633085135437,,,,,,,,,,,,,,,0.9409761207248591
-0.21740437854075964,0.05159059553948592,0.01759673061259312,0.08631170852965749,-0.0040443469868828505,0.08284862487351236,0.30269766048476954,0.1293037758010102,0.09851100919054542,0.0465201976171643,0.03375491137253783,0.11542896149178934,0.027925225562144815,0.08332881797261632,0.00760323930362319,-0.025731786998967433,0.011934103261103713,-0.12951184755947087,-0.04588456076739214,-0.024907938852352745,0.07427975367671752,0.004939488480128457,0.008875513517106845,0.2600101813356412,-0.02656289016639532,0.028405932588978926,0.003924593576925907,0.14650230869225242,,,,,,,,,,,,,,,,0.9407112017446948
-0.22470667247402756,0.07718762849402927,0.015890610236188374,0.08194945490600146,-0.004498110903707598,0.091396390665411,0.2824808454827722,0.1529380727852417,0.10518497472040372,0.049287719251599915,0.046227912724316075,0.10756497589852515,0.02484936553395249,0.10121382029075382,0.01314212739010167,-0.026432715867979264,0.007534395599379951,-0.1250262059226897,-0.033887828397457784,-0.036224181290241124,0.0715814923554817,0.010063578610008728,0.00474239968739671,0.2559779872361189,0.0036284619417595795,0.029204528008606054,0.008146785181650663,,,,,,,,,,,,,,,,,0.9383029827286226
-0.22509907437551804,0.0772021143221564,0.01583510288823023,0.08196228354386115,-0.005100240245052096,0.09207325220416666,0.28674859021720317,0.1534327226901333,0.10458044477083447,0.049102908810028295,0.04593220462113713,0.10754396379880987,0.024549821721562247,0.1018195359187744,0.012838175199451095,-0.026480230787313618,0.006727708251547088,-0.12335297138160081,-0.034040897798903895,-0.03682330367994115,0.0723930345588254,0.009795677069165502,0.00474193775504126,0.2570747031808921,0.003209716970821841,0.02975972557580292,,,,,,,,,,,,,,,,,,0.9382998880389737
-0.2313800418878248,0.07567888943459694,0.015618436085091725,0.08220317171481956,-0.007060353042521691,0.09171422406139296,0.2874714963708326,0.15323185797117667,0.10397586837945597,0.04985506586438627,0.04690840740570279,0.10995597434261918,0.024330803202599463,0.10375791424380518,0.013121480498890135,-0.029195064811274297,0.009984956251209189,-0.12154047909633434,-0.03141923576121341,-0.036390958100235696,0.07706489523323942,0.00792974988526042,0.004807022338706252,0.26432279560754324,0.005782910637318062,,,,,,,,,,,,,,,,,,,0.9381476163723553
-0.23048921468123645,0.07548136138178552,0.015584644067794612,0.08191881693031959,-0.006002326493756215,0.09236903136066835,0.28698203492130253,0.15430902541689537,0.1033858550601937,0.049766660304318484,0.0479951478168126,0.10964156045164641,0.024815553504325433,0.10507678070838519,0.01360159003326544,-0.02901977831143125,0.01008126434154943,-0.12122584070465586,-0.03180359416554211,-0.03700750119703361,0.07731201308490851,0.00834387181813144,0.005258682887978101,0.26505350250185644,,,,,,,,,,,,,,,,,,,,0.9381412266969918
-0.23185497178137032,0.09028027777187525,0.013856515189149432,0.0838470749801417,-0.0157327846599918,0.125741607453837,0.335475179792283,0.1632740264532174,0.09638129243670264,0.06041909321130849,0.09949088369093712,0.09252406984187028,0.06627571860100619,0.11964721165878235,0.025084609236909763,-0.03982696597679821,0.001569261262902251,-0.1130123846457623,-0.024982464090921634,-0.04039026701667645,0.07114581585730723,0.06602882464529282,0.009157034256536967,,,,,,,,,,,,,,,,,,,,,0.9322012849671734
-0.23376118019702408,0.09044200943397518,0.013938908475783607,0.08432968077778079,-0.018541671904664526,0.12912945841628276,0.3354251135846013,0.16519257291703343,0.09636686674257161,0.06164814362502735,0.10081520098564363,0.09199574813898134,0.0651138398118025,0.11913109731034463,0.02413316664097237,-0.04037260214300416,0.0016842692077091714,-0.11090538379496248,-0.02597738915677951,-0.04160963328393724,0.07195786893445183,0.06664706536662814,,,,,,,,,,,,,,,,,,,,,,0.9321770935809159
-0.23862757193282794,0.09439766981434794,0.014114172755604587,0.09563274985610751,-0.021652371222985637,0.14824341893596782,0.3258154205647733,0.16973347785491122,0.09964575553396152,0.06672522566753192,0.1031785294598775,0.09127008904224082,0.0679106680205577,0.12754023966411793,0.029877792930074233,-0.04207915449232356,0.01407068956145991,-0.10620987899065018,-0.027035724013389786,-0.04832662485744883,0.07795527270858238,,,,,,,,,,,,,,,,,,,,,,,0.9312856683135229
-0.24132391326403665,0.09073846591818818,0.014547482709507592,0.09330306264341058,-0.016194014713265405,0.1574833997174787,0.3318198392400028,0.16360513413497546,0.10624928491085761,0.07136925488749367,0.11488759608181219,0.09026493013100952,0.07276104175849396,0.1403800964958195,0.045635175541292206,-0.028146928747557417,0.01748605517316775,-0.09026096761675739,-0.028006671956474355,-0.06286083226163779,,,,,,,,,,,,,,,,,,,,,,,,0.9305951221948282
-0.25539579692192316,0.08787368964763659,0.014042159336040305,0.09101663015491823,-0.025876697589974837,0.11282560944620856,0.3506274359535759,0.16723315205946,0.10819048056113606,0.07501639103167253,0.12127351995236077,0.09473316664649901,0.07169943411896057,0.13206065038991002,0.044446633260022045,-0.024491856111187156,0.015202568134109001,-0.08540947772585608,-0.028576955124477187,,,,,,,,,,,,,,,,,,,,,,,,,0.9301048863545316
-0.26114340266958613,0.08770250934588347,0.014543913629101263,0.08881601458322241,-0.026366029048518067,0.1125297335967167,0.34827387697059825,0.16930284747701324,0.10734926121123754,0.07415630218656061,0.1231352172136178,0.09216694973205004,0.06909628664550654,0.1264252421746303,0.0425358233908472,-0.03774978322012521,0.018135271539854156,-0.08264713570198169,,,,,,,,,,,,,,,,,,,,,,,,,,0.9299784449585757
-0.2660337137231662,0.08914130684067179,0.014836759513537245,0.0868914766824116,-0.033024740600563755,0.09892133763222563,0.3121120560689143,0.16864011030922393,0.11543530824267524,0.07255732358301142,0.1169959728219701,0.08890407160756648,0.07546814434532559,0.11940822641815654,0.029952996609946846,-0.028681978091728302,0.013053235155940278,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9291320956241659
-0.2688561567018039,0.08820395157005695,0.014888543483705496,0.08624696107213964,-0.03354770684095573,0.10195676703008441,0.3109119649667492,0.16982041606632464,0.1160410598076543,0.07336932737882845,0.11817870211434878,0.0894706868586995,0.07464676096017966,0.11873899390925968,0.030486086488486115,-0.028255382823510037,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9291008391948994
-0.2760748171731501,0.09091212582008851,0.014658800140637168,0.07554173315707913,-0.046245479885229965,0.10279996323077176,0.3078937391018375,0.17094917454903777,0.11104218265054076,0.07386839453396109,0.12475243744356065,0.09064123572289662,0.07242515012122183,0.11286463504780453,0.027875605676033782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9289251115873091
-0.2779052300618974,0.09039783180299832,0.014398583784333119,0.07444183346821484,-0.04363159009095705,0.10453133338365428,0.30608874551650356,0.18036162271803335,0.11154931026103262,0.07672574088653053,0.12940729798482514,0.08816861306528403,0.07037241732976708,0.11617509011569851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9288213836801709
-0.3012459950523419,0.0883014409321175,0.016115893374112872,0.06087178949126412,-0.049037548469174456,0.13806982290830488,0.305279385525212,0.20626609111461158,0.11886802320413306,0.07899934499153521,0.14839493366487527,0.0875039016674527,0.08386581899278693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9273425210895405
-0.2968450442667421,0.08649177057785934,0.01883249854813457,0.06932654850500905,-0.042430439420667494,0.14992053704222294,0.30306872717743816,0.24413237998673892,0.1264220406051731,0.08178105580808027,0.1676515023187516,0.10221738936378627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9257686026814479
-0.2802776481708423,0.08675220166032771,0.01774235203297414,0.08156240627555561,0.0007298004481618176,0.16248021331911622,0.3246804031309383,0.2894459946471666,0.14241899287507787,0.08138484879207906,0.18929556534414743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.923471699950063
-0.3298815046558993,0.08864542786667451,0.01538938403036122,0.08480010290372447,-0.052526601618009476,0.182200112543077,0.34967297378870454,0.36003996531731464,0.15070029262134443,0.09441357658467142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9198910865438628
-0.31601416693148004,0.10143086867369477,0.012084912983292007,0.080095887402394,-0.059107386870990763,0.20351146829442282,0.3723590680884153,0.3721865537113282,0.1650759485230482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9169412653710938
-0.2840565461884156,0.12833287501789914,0.01713659037154036,0.08019330985684009,-0.025941437619784145,0.22527989093801487,0.34309081835968736,0.4610270665065208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9108011121017401
-0.35377483418494626,0.15348936388104917,0.03289200054471253,0.13696612480892756,-0.043242221759681336,0.38390240953471416,0.5382576715915692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8777996896797554
-0.5016805835009949,0.2434840378654229,0.06496417440240032,0.1359142576223861,-0.02712826874904375,0.6345687944811318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.837461947923526
